Strike,CE LTP,CE OI,CE IV,CE Delta,CE Gamma,CE Vega,PE LTP,PE OI,PE IV,PE Delta,PE Gamma,PE Vega,timestamp,Max Pain
61200,20.5,120120,11.886527825597785,0.04441,8e-05,8.94267,2117.4,4830,19.539735762135653,-0.84737,0.00013,22.48969,2025-12-22 05:14,1629197
61300,18.05,140700,12.068354097337838,0.03925,7e-05,8.09029,2210.65,2905,19.884760896530693,-0.85491,0.00012,21.74062,2025-12-22 05:14,1759316
61400,16.3,82670,12.301573284264832,0.03531,7e-05,7.42171,2099.8,3325,0.0,0.0,0.0,0.0,2025-12-22 05:14,1891259
61500,15.5,502215,12.641795536688289,0.033,6e-05,7.01959,2275.0,17570,10.37143219201918,-0.98761,3e-05,3.06107,2025-12-22 05:14,2023887
61600,14.55,57645,12.94674880202124,0.03058,6e-05,6.591,2380.0,4340,12.076472318054627,-0.97772,5e-05,5.05836,2025-12-22 05:14,2159057
61700,14.2,52885,13.331724082298289,0.02918,5e-05,6.33911,2412.25,3395,0.0,0.0,0.0,0.0,2025-12-22 05:14,2297117
61800,12.45,191940,13.473202067593546,0.02574,5e-05,5.71078,2094.25,4375,0.0,0.0,0.0,0.0,2025-12-22 05:14,2435944
61900,11.8,29925,13.780772385789442,0.02407,4e-05,5.39781,2019.15,350,0.0,0.0,0.0,0.0,2025-12-22 05:14,2576802
62000,11.0,1029630,14.046572896468643,0.02224,4e-05,5.05047,2786.05,71505,15.012446566325668,-0.96986,5e-05,6.5128,2025-12-22 05:14,2718604
62100,10.25,33425,14.30622857122081,0.02055,4e-05,4.72479,2389.0,210,0.0,0.0,0.0,0.0,2025-12-22 05:14,2852664
62200,10.0,40600,14.660918129041455,0.01968,3e-05,4.55338,3048.05,105,21.793128571079205,-0.91567,7e-05,14.74948,2025-12-22 05:14,3005833
62300,10.05,66255,15.077882163963457,0.01928,3e-05,4.47544,2633.3,140,0.0,0.0,0.0,0.0,2025-12-22 05:14,3159434
62400,9.7,26495,15.401015751718983,0.01834,3e-05,4.28786,2499.0,140,0.0,0.0,0.0,0.0,2025-12-22 05:14,3313720
62500,8.55,626955,15.516384826540271,0.01627,3e-05,3.87245,2998.8,525,0.0,0.0,0.0,0.0,2025-12-22 05:14,3468233
62600,8.8,23030,15.974231192577673,0.01627,3e-05,3.87239,3399.7,210,19.708797990060315,-0.95793,5e-05,8.56019,2025-12-22 05:14,3629409
