Strike,CE LTP,CE OI,CE Volume,CE IV,CE Delta,CE Gamma,CE Vega,PE LTP,PE OI,PE Volume,PE IV,PE Delta,PE Gamma,PE Vega,timestamp,Max Pain
12925,940.85,0,0,0.0,0.0,0.0,0.0,6.65,120,0,20.11597529970708,-0.02632,9e-05,1.9823,2026-01-08 10:19,394428
12950,924.85,0,0,0.0,0.0,0.0,0.0,7.15,1920,0,19.99182916256993,-0.0282,0.0001,2.10026,2026-01-08 10:19,376641
12975,909.0,0,0,0.0,0.0,0.0,0.0,6.45,960,720,19.15026423422915,-0.0268,0.0001,2.01015,2026-01-08 10:19,358858
13000,1069.95,46200,240,0.0,0.0,0.0,0.0,7.95,718800,528120,18.443248326875853,-0.03348,0.00013,2.40195,2026-01-08 10:19,341078
13025,877.8,0,0,0.0,0.0,0.0,0.0,9.05,1800,240,18.721438724966642,-0.03694,0.00013,2.60809,2026-01-08 10:19,329582
13050,862.45,0,0,0.0,0.0,0.0,0.0,10.3,3840,1080,18.33532266403553,-0.04217,0.00015,2.8991,2026-01-08 10:19,313718
13075,847.3,0,0,0.0,0.0,0.0,0.0,9.4,1320,1440,18.397995734303464,-0.03871,0.00014,2.71457,2026-01-08 10:19,297861
13100,832.25,0,0,0.0,0.0,0.0,0.0,11.25,344280,190680,18.080200409249827,-0.04607,0.00017,3.11404,2026-01-08 10:19,282011
13125,817.4,0,0,0.0,0.0,0.0,0.0,13.0,9000,9120,18.131989189533602,-0.05206,0.00018,3.43259,2026-01-08 10:19,266634
13150,802.75,0,0,0.0,0.0,0.0,0.0,14.1,7560,4560,18.072321540308405,-0.05597,0.00019,3.63561,2026-01-08 10:19,251656
13175,788.2,0,0,0.0,0.0,0.0,0.0,13.05,4080,1320,18.035581390830778,-0.05231,0.00018,3.45832,2026-01-08 10:19,236698
13200,821.5,1200,0,0.0,0.0,0.0,0.0,15.85,346320,201360,17.726836567896463,-0.06289,0.00022,3.98376,2026-01-08 10:19,221755
13225,759.7,0,0,0.0,0.0,0.0,0.0,16.75,1680,2400,17.773683393257414,-0.06569,0.00022,4.12624,2026-01-08 10:19,207237
13250,745.7,0,0,0.0,0.0,0.0,0.0,18.0,86160,5040,17.587786423474576,-0.07048,0.00024,4.35528,2026-01-08 10:19,193169
13275,731.85,0,0,0.0,0.0,0.0,0.0,17.55,3960,2880,17.519796057831204,-0.06907,0.00023,4.2987,2026-01-08 10:19,179166
13300,820.0,2400,0,19.914222392172405,0.90003,0.00027,5.68364,23.0,387600,153000,17.402509177377702,-0.08752,0.00028,5.12419,2026-01-08 10:19,165320
13325,704.65,0,0,0.0,0.0,0.0,0.0,22.55,3960,5040,17.441443165746573,-0.08573,0.00028,5.05923,2026-01-08 10:19,151761
13350,691.3,0,0,0.0,0.0,0.0,0.0,26.0,51960,13560,17.400066761432928,-0.09682,0.00031,5.5306,2026-01-08 10:19,138898
13375,678.15,0,0,0.0,0.0,0.0,0.0,21.2,4680,0,16.986765999222385,-0.08298,0.00028,4.95673,2026-01-08 10:19,126039
13400,732.25,4440,0,15.132897250682865,0.93555,0.00026,4.08853,33.15,439080,215760,17.263371046830883,-0.11924,0.00036,6.41607,2026-01-08 10:19,113316
13425,652.3,0,0,0.0,0.0,0.0,0.0,33.6,1440,1200,17.00738464431702,-0.122,0.00037,6.52478,2026-01-08 10:19,100582
13450,480.0,1080,0,0.0,0.0,0.0,0.0,36.65,22080,4080,17.183735369284513,-0.12975,0.00038,6.81691,2026-01-08 10:19,88977
13475,627.1,0,0,0.0,0.0,0.0,0.0,41.9,0,480,16.996507975606633,-0.14599,0.00042,7.38266,2026-01-08 10:19,77406
13500,535.2,109560,29760,0.0,0.0,0.0,0.0,45.55,659640,620400,16.970476871914926,-0.1564,0.00044,7.72295,2026-01-08 10:19,65864
13525,631.35,240,0,16.182132716665038,0.88218,0.00038,6.41589,48.0,4920,2280,16.799133158415025,-0.16438,0.00046,7.98097,2026-01-08 10:19,59103
13550,374.75,1440,0,0.0,0.0,0.0,0.0,51.5,33840,20760,16.802499867123633,-0.17375,0.00047,8.27272,2026-01-08 10:19,49489
13575,552.45,2400,120,11.931224548677443,0.9242,0.00037,4.6302,52.55,8640,4920,17.091474958497415,-0.17377,0.00046,8.29569,2026-01-08 10:19,39850
13600,451.85,36480,2520,11.385968955036876,0.88639,0.00052,6.19976,62.8,585000,248640,16.720020222659166,-0.20393,0.00053,9.124,2026-01-08 10:19,30447
13625,444.55,3360,120,14.616501608320567,0.80623,0.00058,8.84726,64.35,15840,8640,16.577499298562856,-0.20907,0.00054,9.26914,2026-01-08 10:19,20485
13650,423.05,10440,120,14.069715320125626,0.80194,0.00061,8.96801,72.0,30960,11160,16.701266970962145,-0.22668,0.00056,9.70952,2026-01-08 10:19,12643
13675,422.0,3360,240,12.432748471065318,0.83965,0.00061,7.87228,76.5,13440,12360,16.618373993236936,-0.23833,0.00058,9.98481,2026-01-08 10:19,5077
13700,368.6,171120,6840,11.728259069177799,0.81526,0.00071,8.59157,85.4,698400,613320,16.578824320360756,-0.25965,0.00061,10.44198,2026-01-08 10:19,-2627
13725,440.3,9240,0,13.38055081307651,0.82875,0.00059,8.25549,88.0,23160,16080,16.42627853954656,-0.26729,0.00062,10.60543,2026-01-08 10:19,-7853
13750,346.1,18240,1080,11.688249038199285,0.79477,0.00075,9.17389,95.8,71760,37800,16.489817102214538,-0.28388,0.00064,10.92442,2026-01-08 10:19,-13138
13775,421.75,9120,0,15.477315530072207,0.76622,0.00061,9.95586,100.2,16080,15120,16.459591421261834,-0.29367,0.00065,11.10899,2026-01-08 10:19,-18458
13800,301.0,272160,45720,12.555473791604157,0.72213,0.00083,10.80387,114.9,555600,379560,16.507013807325645,-0.32413,0.00068,11.58172,2026-01-08 10:19,-23435
13825,312.0,6120,720,12.946227370003033,0.72318,0.0008,10.81652,117.9,13560,16200,16.317098849521322,-0.33284,0.00069,11.71484,2026-01-08 10:19,-24758
13850,285.65,25080,1920,12.771506321267106,0.69683,0.00085,11.27414,127.25,37080,35880,16.32298033858177,-0.35137,0.0007,11.9568,2026-01-08 10:19,-27809
13875,327.0,11280,0,14.529734834768822,0.69835,0.00074,11.30505,140.0,20280,44760,16.45431474850975,-0.3737,0.00071,12.20554,2026-01-08 10:19,-30491
13900,238.0,174840,141120,12.839039150096918,0.6305,0.00091,12.15783,150.85,326160,413400,16.41049022402174,-0.39435,0.00073,12.39831,2026-01-08 10:19,-33253
13925,225.0,13920,6480,12.935847590005856,0.60808,0.00092,12.37846,160.0,28080,59160,16.373167872376456,-0.41115,0.00074,12.53333,2026-01-08 10:19,-35607
13950,210.1,51720,99600,12.97724069155531,0.58319,0.00093,12.57124,172.0,56400,187680,16.452562962168667,-0.43027,0.00074,12.65621,2026-01-08 10:19,-37234
13975,195.0,25680,85920,12.884215117883146,0.56007,0.00095,12.7057,183.0,42360,180720,16.34762280327152,-0.45036,0.00075,12.75132,2026-01-08 10:19,-38337
14000,181.95,848760,1178280,12.906752798350004,0.53623,0.00096,12.79864,194.25,797400,1484400,16.333519114499527,-0.46854,0.00076,12.81169,2026-01-08 10:19,-39661
14025,169.45,36240,121920,12.925669167954613,0.51239,0.00096,12.84548,205.8,36000,182880,16.350283356901667,-0.48595,0.00076,12.84546,2026-01-08 10:19,-36642
14050,157.6,369600,373920,12.891859844197514,0.48995,0.00096,12.84898,220.0,178680,370920,16.451861790865536,-0.50495,0.00075,12.85207,2026-01-08 10:19,-33522
14075,146.15,33240,214800,12.95758329822637,0.46496,0.00095,12.80207,223.65,16320,26760,16.233693239309776,-0.51426,0.00076,12.85753,2026-01-08 10:19,-27011
14100,135.8,597960,946560,13.00678232750691,0.44172,0.00094,12.71429,245.45,195600,385680,16.44641361581577,-0.54045,0.00075,12.78908,2026-01-08 10:19,-22149
14125,124.7,21360,47880,12.977978349511037,0.41759,0.00093,12.57578,253.3,9240,4680,16.557331000527125,-0.54824,0.00074,12.77429,2026-01-08 10:19,-12105
14150,118.0,28920,72240,12.962088329671056,0.40223,0.00093,12.47056,264.6,15000,22200,16.08668741125621,-0.57286,0.00076,12.64943,2026-01-08 10:19,-5272
14175,109.9,15720,35520,12.986922611404077,0.38229,0.00091,12.29725,222.95,5520,0,14.538670525720224,-0.54827,0.00084,12.84276,2026-01-08 10:19,1583
14200,97.0,466440,578520,12.915922458877393,0.35148,0.00089,11.95179,297.75,75600,90480,16.260584895035848,-0.60953,0.00073,12.37395,2026-01-08 10:19,8597
14225,91.95,11880,12960,12.918066367945983,0.33806,0.00088,11.787,282.8,2760,600,15.825977936959326,-0.6001,0.00075,12.50021,2026-01-08 10:19,19189
14250,81.7,28560,53400,12.955833165346375,0.30972,0.00084,11.36215,325.5,2400,1200,16.08576150424584,-0.6443,0.00072,12.01505,2026-01-08 10:19,27576
14275,81.45,24360,13680,13.112310310256747,0.30606,0.00083,11.31783,341.65,1080,240,15.35019257036206,-0.67824,0.00072,11.55792,2026-01-08 10:19,36165
14300,66.0,328680,275280,12.83349627949818,0.26615,0.00079,10.57482,370.0,17760,29880,16.62679759725785,-0.67757,0.00067,11.56256,2026-01-08 10:19,44823
14325,62.85,21480,26520,12.893801133039936,0.25547,0.00077,10.3614,1039.55,0,0,72.00418349937053,-0.49986,0.00017,12.96201,2026-01-08 10:19,55699
14350,334.05,120,0,33.3287198577645,0.4352,0.00036,12.79064,400.0,840,240,17.37386043072655,-0.68856,0.00063,11.41069,2026-01-08 10:19,65250
14375,283.25,0,0,30.115114624792998,0.41551,0.0004,12.67024,415.0,1080,0,21.06212602634319,-0.6295,0.00055,12.27293,2026-01-08 10:19,74640
14400,43.65,397080,586440,12.746113640833773,0.19456,0.00067,8.87069,450.0,2280,1800,17.17206442796763,-0.73462,0.00059,10.56231,2026-01-08 10:19,84017
14425,40.0,17640,11880,12.766766720219685,0.18134,0.00064,8.49574,1110.45,0,0,73.06878706615993,-0.51531,0.00017,12.95247,2026-01-08 10:19,96068
14450,36.7,19680,24960,12.798319420617963,0.16898,0.00061,8.12587,1128.5,0,0,73.34104275934254,-0.51907,0.00017,12.9472,2026-01-08 10:19,106602
14475,256.7,0,0,30.941844243116144,0.38106,0.00038,12.38154,1146.7,0,0,73.61750567234229,-0.52279,0.00017,12.94085,2026-01-08 10:19,117188
14500,27.7,945960,818520,12.709083370862393,0.13551,0.00053,7.01314,525.0,73440,72240,17.391892671559134,-0.78271,0.00052,9.47792,2026-01-08 10:19,127702
12750,1057.3,0,0,0.0,0.0,0.0,0.0,4.2,2640,120,19.88800866917911,-0.01783,7e-05,1.41502,2026-01-08 10:28,513154
12775,1040.2,0,0,0.0,0.0,0.0,0.0,3.8,720,720,20.369032892614932,-0.01586,6e-05,1.28908,2026-01-08 10:28,494437
12800,1023.25,0,0,0.0,0.0,0.0,0.0,4.3,285720,82080,19.276865793546047,-0.01874,7e-05,1.47518,2026-01-08 10:28,475722
12825,1006.45,0,0,0.0,0.0,0.0,0.0,8.25,480,0,22.379627906524007,-0.02891,9e-05,2.14416,2026-01-08 10:28,457600
12850,989.8,0,0,0.0,0.0,0.0,0.0,4.3,12840,13200,19.71016962456745,-0.01824,7e-05,1.4529,2026-01-08 10:28,439601
12875,973.3,0,0,0.0,0.0,0.0,0.0,4.15,11280,11280,19.226406301226902,-0.01808,7e-05,1.44155,2026-01-08 10:28,421629
12900,957.0,0,0,0.0,0.0,0.0,0.0,5.95,102360,38760,18.826349890278166,-0.02552,0.0001,1.91466,2026-01-08 10:28,403686
12925,940.85,0,0,0.0,0.0,0.0,0.0,6.65,120,0,20.11597529970708,-0.02632,9e-05,1.9823,2026-01-08 10:28,385943
12950,924.85,0,0,0.0,0.0,0.0,0.0,7.15,1920,0,19.99182916256993,-0.0282,0.0001,2.10026,2026-01-08 10:28,368261
12975,909.0,0,0,0.0,0.0,0.0,0.0,6.45,960,720,19.15026423422915,-0.0268,0.0001,2.01015,2026-01-08 10:28,350582
13000,1069.95,46200,240,0.0,0.0,0.0,0.0,8.3,736320,561120,18.403575601989537,-0.03487,0.00013,2.48051,2026-01-08 10:28,332907
13025,877.8,0,0,0.0,0.0,0.0,0.0,9.05,1800,240,18.721438724966642,-0.03694,0.00013,2.60809,2026-01-08 10:28,321520
13050,862.45,0,0,0.0,0.0,0.0,0.0,10.3,3840,1080,18.33532266403553,-0.04217,0.00015,2.8991,2026-01-08 10:28,305805
13075,847.3,0,0,0.0,0.0,0.0,0.0,9.4,1320,1440,18.397995734303464,-0.03871,0.00014,2.71457,2026-01-08 10:28,290096
13100,832.25,0,0,0.0,0.0,0.0,0.0,11.45,347400,206400,17.959779078940695,-0.04709,0.00017,3.16613,2026-01-08 10:28,274394
13125,817.4,0,0,0.0,0.0,0.0,0.0,13.9,8520,9840,18.159153371740263,-0.05512,0.00019,3.58717,2026-01-08 10:28,259164
13150,802.75,0,0,0.0,0.0,0.0,0.0,14.1,7560,4560,18.072321540308405,-0.05597,0.00019,3.63561,2026-01-08 10:28,244341
13175,788.2,0,0,0.0,0.0,0.0,0.0,13.05,4080,1320,18.035581390830778,-0.05231,0.00018,3.45832,2026-01-08 10:28,229538
13200,821.5,1200,0,0.0,0.0,0.0,0.0,16.0,341880,215640,17.606301460668373,-0.06382,0.00022,4.02594,2026-01-08 10:28,214750
13225,759.7,0,0,0.0,0.0,0.0,0.0,16.75,1680,2400,17.773683393257414,-0.06569,0.00022,4.12624,2026-01-08 10:28,200377
13250,745.7,0,0,0.0,0.0,0.0,0.0,18.0,86760,5040,17.587786423474576,-0.07048,0.00024,4.35528,2026-01-08 10:28,186454
13275,731.85,0,0,0.0,0.0,0.0,0.0,20.65,4200,3120,17.257446657526096,-0.08058,0.00027,4.81272,2026-01-08 10:28,172594
13300,820.0,2400,0,19.914222392172405,0.90003,0.00027,5.68364,22.85,391200,182760,17.276202524006358,-0.08763,0.00029,5.12588,2026-01-08 10:28,158893
13325,704.65,0,0,0.0,0.0,0.0,0.0,22.55,3960,5040,17.441443165746573,-0.08573,0.00028,5.05923,2026-01-08 10:28,145487
13350,691.3,0,0,0.0,0.0,0.0,0.0,28.75,51960,14280,17.28813048416186,-0.10602,0.00033,5.89401,2026-01-08 10:28,132779
13375,678.15,0,0,0.0,0.0,0.0,0.0,29.0,4680,120,16.995558598549575,-0.10828,0.00034,5.98702,2026-01-08 10:28,120060
13400,732.25,4440,0,15.132897250682865,0.93555,0.00026,4.08853,32.65,438840,231840,17.1037714201635,-0.11873,0.00036,6.39353,2026-01-08 10:28,107489
13425,652.3,0,0,0.0,0.0,0.0,0.0,33.6,1440,1200,17.00738464431702,-0.122,0.00037,6.52478,2026-01-08 10:28,94933
13450,480.0,1080,0,0.0,0.0,0.0,0.0,38.85,22080,4320,16.845934009537036,-0.13857,0.00041,7.11348,2026-01-08 10:28,83482
13475,627.1,0,0,0.0,0.0,0.0,0.0,41.9,0,480,16.996507975606633,-0.14599,0.00042,7.38266,2026-01-08 10:28,72060
13500,530.35,125160,47640,9.355704904049404,0.96328,0.00027,2.58797,44.0,648360,665520,16.782754402321583,-0.15352,0.00044,7.62803,2026-01-08 10:28,60673
13525,631.35,240,0,16.182132716665038,0.88218,0.00038,6.41589,48.0,4920,2280,16.799133158415025,-0.16438,0.00046,7.98097,2026-01-08 10:28,55004
13550,374.75,1440,0,0.0,0.0,0.0,0.0,53.0,34440,22560,16.57399085059065,-0.17992,0.00049,8.44448,2026-01-08 10:28,45554
13575,552.45,2400,120,11.931224548677443,0.9242,0.00037,4.6302,56.25,8880,5400,16.51039571695429,-0.18907,0.00051,8.71207,2026-01-08 10:28,36075
13600,451.85,36480,2520,11.385968955036876,0.88639,0.00052,6.19976,61.5,584640,276240,16.590254251199298,-0.2019,0.00053,9.06862,2026-01-08 10:28,26834
13625,444.55,3360,120,14.616501608320567,0.80623,0.00058,8.84726,65.95,15720,8760,16.485435459146895,-0.2142,0.00055,9.39095,2026-01-08 10:28,17117
13650,423.05,10440,120,14.069715320125626,0.80194,0.00061,8.96801,74.45,30840,11760,16.66638614814071,-0.23315,0.00057,9.85206,2026-01-08 10:28,9440
13675,422.0,3360,240,12.432748471065318,0.83965,0.00061,7.87228,80.95,13080,13200,16.552892734487475,-0.24984,0.0006,10.22554,2026-01-08 10:28,2032
13700,374.1,172560,9600,12.655305064235051,0.79548,0.0007,9.13683,83.05,678600,663960,16.34392075976578,-0.25709,0.00061,10.38665,2026-01-08 10:28,-5509
13725,440.3,9240,0,13.38055081307651,0.82875,0.00059,8.25549,90.8,23400,17640,16.32706944230013,-0.27511,0.00063,10.74649,2026-01-08 10:28,-10140
13750,338.0,18240,1200,13.329707616087807,0.74279,0.00075,10.38355,96.0,74280,46200,16.304201881844122,-0.28691,0.00065,10.97178,2026-01-08 10:28,-15314
13775,421.75,9120,0,15.477315530072207,0.76622,0.00061,9.95586,108.95,15840,16920,16.546215450273777,-0.31146,0.00066,11.38228,2026-01-08 10:28,-20548
13800,306.4,272280,54720,12.891078117401483,0.71927,0.00081,10.85818,111.6,546600,420360,16.288839631133495,-0.32051,0.00068,11.52805,2026-01-08 10:28,-25411
13825,312.0,6120,720,12.946227370003033,0.72318,0.0008,10.81652,123.15,13080,19560,16.25368904238445,-0.34467,0.0007,11.85716,2026-01-08 10:28,-26197
13850,272.05,25200,2280,13.276423746788101,0.66658,0.00085,11.70927,131.35,36840,39240,16.30620290002839,-0.35985,0.00071,12.04588,2026-01-08 10:28,-29147
13875,327.0,11280,0,14.529734834768822,0.69835,0.00074,11.30505,139.6,19440,52680,16.214381032086003,-0.37705,0.00073,12.232,2026-01-08 10:28,-31770
13900,241.9,177840,159720,13.048860248004956,0.63063,0.0009,12.15647,147.25,326040,469440,16.20878713410992,-0.39122,0.00074,12.37148,2026-01-08 10:28,-34420
13925,224.75,15000,8160,13.16449433483187,0.60185,0.00091,12.42582,161.0,28320,72600,16.291467829818217,-0.41446,0.00074,12.55074,2026-01-08 10:28,-36408
13950,212.2,62880,146880,13.230313851403297,0.58019,0.00092,12.58772,167.2,55680,217320,16.103682063073276,-0.42846,0.00076,12.64466,2026-01-08 10:28,-37906
13975,198.85,30000,99000,13.077677802171426,0.56174,0.00094,12.69786,178.7,38040,200160,16.12285255954769,-0.44749,0.00076,12.7404,2026-01-08 10:28,-38587
14000,185.65,868800,1310640,13.083347572117951,0.53848,0.00094,12.79242,191.0,789480,1622400,16.181776749368986,-0.4663,0.00076,12.80637,2026-01-08 10:28,-39583
14025,170.8,39480,137040,13.166475795962324,0.50921,0.00094,12.84347,205.65,31320,193920,16.1540008836399,-0.48973,0.00077,12.84281,2026-01-08 10:28,-35301
14050,161.85,369120,392880,13.198755099534878,0.4911,0.00094,12.84853,215.95,171600,394680,16.187391215287374,-0.50434,0.00076,12.85148,2026-01-08 10:28,-31861
14075,147.5,34800,222360,13.172619714141648,0.46294,0.00094,12.79166,231.6,16200,27000,16.30951392843759,-0.52433,0.00076,12.82862,2026-01-08 10:28,-24832
14100,139.6,608640,1047480,13.224603849863453,0.44506,0.00093,12.72987,241.6,192960,425880,16.085296172689294,-0.54283,0.00077,12.7778,2026-01-08 10:28,-19805
14125,129.0,21480,51000,13.215494327876328,0.42217,0.00092,12.60657,253.3,9240,4680,16.557331000527125,-0.54824,0.00074,12.77429,2026-01-08 10:28,-9078
14150,116.25,29040,77520,13.25017634915878,0.39247,0.0009,12.37546,286.0,15120,26040,16.80094290871585,-0.5847,0.00072,12.55236,2026-01-08 10:28,-2066
14175,106.65,17040,42000,13.260988089554903,0.3693,0.00088,12.14809,222.95,5520,0,14.538670525720224,-0.54827,0.00084,12.84276,2026-01-08 10:28,4918
14200,100.25,470040,624720,13.17232693275024,0.35494,0.00088,11.99245,303.1,79800,96600,16.261076670456795,-0.61596,0.00073,12.30482,2026-01-08 10:28,12113
14225,88.35,12480,13320,12.988244197712262,0.32743,0.00086,11.62618,318.65,3600,1560,16.114866841267364,-0.63666,0.00072,12.08812,2026-01-08 10:28,22917
14250,81.0,30120,57480,13.061953607025458,0.30609,0.00083,11.29705,325.5,2400,1200,16.08576150424584,-0.6443,0.00072,12.01505,2026-01-08 10:28,31463
14275,73.0,27600,18240,12.947763889040864,0.28523,0.00081,10.93703,347.95,1080,360,15.71887651113751,-0.67647,0.00071,11.57172,2026-01-08 10:28,40261
14300,68.5,331440,303480,13.075366826598906,0.26997,0.00079,10.64926,372.0,17520,31560,16.351307984323014,-0.68576,0.00067,11.42981,2026-01-08 10:28,49129
14325,61.2,22920,29400,13.057873166032588,0.2482,0.00075,10.19369,1039.55,0,0,72.00418349937053,-0.49986,0.00017,12.96201,2026-01-08 10:28,60324
14350,334.05,120,0,33.3287198577645,0.4352,0.00036,12.79064,400.0,840,240,17.37386043072655,-0.68856,0.00063,11.41069,2026-01-08 10:28,70098
14375,283.25,0,0,30.115114624792998,0.41551,0.0004,12.67024,415.0,1080,0,21.06212602634319,-0.6295,0.00055,12.27293,2026-01-08 10:28,79704
14400,45.55,399960,631560,12.957006063486276,0.19865,0.00067,8.98219,450.0,2280,1800,17.17206442796763,-0.73462,0.00059,10.56231,2026-01-08 10:28,89298
14425,38.35,18720,13680,12.926830677500236,0.17385,0.00062,8.26209,1110.45,0,0,73.06878706615993,-0.51531,0.00017,12.95247,2026-01-08 10:28,101662
14450,36.3,18840,30360,13.017281820559745,0.16543,0.00059,8.00672,1128.5,0,0,73.34104275934254,-0.51907,0.00017,12.9472,2026-01-08 10:28,112425
14475,256.7,0,0,30.941844243116144,0.38106,0.00038,12.38154,1146.7,0,0,73.61750567234229,-0.52279,0.00017,12.94085,2026-01-08 10:28,123231
14500,29.2,939720,894120,12.911495031498527,0.13967,0.00053,7.1588,545.0,73320,72960,17.8330839366481,-0.78711,0.00051,9.35057,2026-01-08 10:28,133969
12750,1057.3,0,0,0.0,0.0,0.0,0.0,4.2,2640,120,19.88800866917911,-0.01783,7e-05,1.41502,2026-01-08 10:29,511938
12775,1040.2,0,0,0.0,0.0,0.0,0.0,3.8,720,720,20.369032892614932,-0.01586,6e-05,1.28908,2026-01-08 10:29,493229
12800,1023.25,0,0,0.0,0.0,0.0,0.0,4.3,285720,82080,19.276865793546047,-0.01874,7e-05,1.47518,2026-01-08 10:29,474523
12825,1006.45,0,0,0.0,0.0,0.0,0.0,8.25,480,0,22.379627906524007,-0.02891,9e-05,2.14416,2026-01-08 10:29,456408
12850,989.8,0,0,0.0,0.0,0.0,0.0,4.3,12840,13200,19.71016962456745,-0.01824,7e-05,1.4529,2026-01-08 10:29,438417
12875,973.3,0,0,0.0,0.0,0.0,0.0,4.15,11280,11280,19.226406301226902,-0.01808,7e-05,1.44155,2026-01-08 10:29,420453
12900,957.0,0,0,0.0,0.0,0.0,0.0,5.95,102360,38760,18.826349890278166,-0.02552,0.0001,1.91466,2026-01-08 10:29,402518
12925,940.85,0,0,0.0,0.0,0.0,0.0,6.65,120,0,20.11597529970708,-0.02632,9e-05,1.9823,2026-01-08 10:29,384782
12950,924.85,0,0,0.0,0.0,0.0,0.0,7.15,1920,0,19.99182916256993,-0.0282,0.0001,2.10026,2026-01-08 10:29,367108
12975,909.0,0,0,0.0,0.0,0.0,0.0,6.45,960,720,19.15026423422915,-0.0268,0.0001,2.01015,2026-01-08 10:29,349437
13000,1069.95,46200,240,0.0,0.0,0.0,0.0,8.15,736320,562320,18.517640670604298,-0.0341,0.00013,2.43789,2026-01-08 10:29,331770
13025,877.8,0,0,0.0,0.0,0.0,0.0,9.05,1800,240,18.721438724966642,-0.03694,0.00013,2.60809,2026-01-08 10:29,320402
13050,862.45,0,0,0.0,0.0,0.0,0.0,10.3,3840,1080,18.33532266403553,-0.04217,0.00015,2.8991,2026-01-08 10:29,304694
13075,847.3,0,0,0.0,0.0,0.0,0.0,9.4,1320,1440,18.397995734303464,-0.03871,0.00014,2.71457,2026-01-08 10:29,288994
13100,832.25,0,0,0.0,0.0,0.0,0.0,11.15,347400,206760,18.039003221135943,-0.04582,0.00017,3.09957,2026-01-08 10:29,273299
13125,817.4,0,0,0.0,0.0,0.0,0.0,13.9,8520,9840,18.159153371740263,-0.05512,0.00019,3.58717,2026-01-08 10:29,258087
13150,802.75,0,0,0.0,0.0,0.0,0.0,14.1,7560,4560,18.072321540308405,-0.05597,0.00019,3.63561,2026-01-08 10:29,243271
13175,788.2,0,0,0.0,0.0,0.0,0.0,13.05,4080,1320,18.035581390830778,-0.05231,0.00018,3.45832,2026-01-08 10:29,228476
13200,821.5,1200,0,0.0,0.0,0.0,0.0,15.7,341880,216480,17.65565145699232,-0.06262,0.00022,3.969,2026-01-08 10:29,213697
13225,759.7,0,0,0.0,0.0,0.0,0.0,16.75,1680,2400,17.773683393257414,-0.06569,0.00022,4.12624,2026-01-08 10:29,199342
13250,745.7,0,0,0.0,0.0,0.0,0.0,19.2,86760,5640,17.552475645001728,-0.07465,0.00025,4.54459,2026-01-08 10:29,185426
13275,731.85,0,0,0.0,0.0,0.0,0.0,20.65,4200,3120,17.257446657526096,-0.08058,0.00027,4.81272,2026-01-08 10:29,171564
13300,820.0,2400,0,19.914222392172405,0.90003,0.00027,5.68364,21.85,389280,183960,17.30825167285493,-0.0842,0.00028,4.98006,2026-01-08 10:29,157870
13325,704.65,0,0,0.0,0.0,0.0,0.0,22.55,3960,5040,17.441443165746573,-0.08573,0.00028,5.05923,2026-01-08 10:29,144511
13350,691.3,0,0,0.0,0.0,0.0,0.0,28.75,51960,14280,17.28813048416186,-0.10602,0.00033,5.89401,2026-01-08 10:29,131806
13375,678.15,0,0,0.0,0.0,0.0,0.0,29.0,4680,120,16.995558598549575,-0.10828,0.00034,5.98702,2026-01-08 10:29,119090
13400,732.25,4440,0,15.132897250682865,0.93555,0.00026,4.08853,31.15,438480,232920,17.10170051672901,-0.11416,0.00035,6.22375,2026-01-08 10:29,106522
13425,652.3,0,0,0.0,0.0,0.0,0.0,33.6,1440,1200,17.00738464431702,-0.122,0.00037,6.52478,2026-01-08 10:29,94034
13450,480.0,1080,0,0.0,0.0,0.0,0.0,38.85,22200,4320,16.845934009537036,-0.13857,0.00041,7.11348,2026-01-08 10:29,82586
13475,627.1,0,0,0.0,0.0,0.0,0.0,41.9,0,480,16.996507975606633,-0.14599,0.00042,7.38266,2026-01-08 10:29,71166
13500,530.35,125160,47640,9.355704904049404,0.96328,0.00027,2.58797,43.2,648360,667320,16.823020275355553,-0.15092,0.00043,7.54585,2026-01-08 10:29,59781
13525,631.35,240,0,16.182132716665038,0.88218,0.00038,6.41589,48.0,4920,2280,16.799133158415025,-0.16438,0.00046,7.98097,2026-01-08 10:29,54167
13550,374.75,1440,0,0.0,0.0,0.0,0.0,53.0,34440,22560,16.57399085059065,-0.17992,0.00049,8.44448,2026-01-08 10:29,44719
13575,552.45,2400,120,11.931224548677443,0.9242,0.00037,4.6302,56.25,8880,5400,16.51039571695429,-0.18907,0.00051,8.71207,2026-01-08 10:29,35242
13600,451.85,36480,2520,11.385968955036876,0.88639,0.00052,6.19976,59.3,584640,280800,16.55630546103556,-0.19647,0.00052,8.92675,2026-01-08 10:29,26004
13625,444.55,3360,120,14.616501608320567,0.80623,0.00058,8.84726,65.0,15720,8880,16.55340190453016,-0.21105,0.00054,9.31467,2026-01-08 10:29,16417
13650,423.05,10440,120,14.069715320125626,0.80194,0.00061,8.96801,74.45,30840,11760,16.66638614814071,-0.23315,0.00057,9.85206,2026-01-08 10:29,8744
13675,422.0,3360,240,12.432748471065318,0.83965,0.00061,7.87228,80.95,13080,13200,16.552892734487475,-0.24984,0.0006,10.22554,2026-01-08 10:29,1340
13700,374.1,172560,9600,12.655305064235051,0.79548,0.0007,9.13683,81.3,678600,666720,16.407619355188665,-0.25212,0.0006,10.28771,2026-01-08 10:29,-6199
