Strike,CE LTP,CE OI,CE Volume,CE IV,CE Delta,CE Gamma,CE Vega,PE LTP,PE OI,PE Volume,PE IV,PE Delta,PE Gamma,PE Vega,timestamp,Max Pain
13725,440.3,9240,0,13.38055081307651,0.82875,0.00059,8.25549,90.8,23400,17640,16.32706944230013,-0.27511,0.00063,10.74649,2026-01-08 10:29,-10709
13750,338.0,18240,1200,13.329707616087807,0.74279,0.00075,10.38355,96.0,74280,46560,16.347440877100215,-0.28631,0.00065,10.96218,2026-01-08 10:29,-15881
13775,421.75,9120,0,15.477315530072207,0.76622,0.00061,9.95586,108.95,15480,16920,16.546215450273777,-0.31146,0.00066,11.38228,2026-01-08 10:29,-21113
13800,309.35,272280,55920,12.712296194478224,0.72737,0.00081,10.7083,110.55,546600,423360,16.35712803943092,-0.31725,0.00068,11.48319,2026-01-08 10:29,-25970
13825,312.0,6120,720,12.946227370003033,0.72318,0.0008,10.81652,117.55,13320,19800,16.259582361902687,-0.33305,0.00069,11.71478,2026-01-08 10:29,-26616
13850,274.8,25440,2400,13.064072383568053,0.67564,0.00085,11.58604,131.35,36840,39240,16.30620290002839,-0.35985,0.00071,12.04588,2026-01-08 10:29,-29560
13875,327.0,11280,0,14.529734834768822,0.69835,0.00074,11.30505,137.8,19440,52800,16.284969739470295,-0.37237,0.00072,12.18995,2026-01-08 10:29,-32167
13900,245.0,177840,166800,12.93865013716359,0.63792,0.0009,12.08176,145.6,326040,474480,16.24244755686198,-0.38753,0.00073,12.34253,2026-01-08 10:29,-34811
13925,224.75,15000,8160,13.16449433483187,0.60185,0.00091,12.42582,155.25,27720,73200,16.233597342279126,-0.40511,0.00074,12.49254,2026-01-08 10:29,-36687
13950,216.9,62880,150600,13.101494056381632,0.59082,0.00092,12.52317,166.25,55680,219720,16.237883808408665,-0.42428,0.00075,12.62506,2026-01-08 10:29,-38159
13975,201.95,30000,100440,13.010506270683805,0.56856,0.00094,12.66793,176.55,38040,200880,16.193583342478664,-0.44247,0.00076,12.72402,2026-01-08 10:29,-38803
14000,188.95,868800,1322640,13.045136222719389,0.54516,0.00094,12.776,188.1,789480,1628880,16.20895351611252,-0.46101,0.00076,12.79701,2026-01-08 10:29,-39781
14025,176.2,39480,137520,13.128856177264629,0.51999,0.00094,12.84082,200.85,31080,194520,16.237561688192052,-0.48049,0.00076,12.8425,2026-01-08 10:29,-34982
14050,164.45,369120,395280,13.174642424137456,0.4966,0.00094,12.8565,214.3,171600,395880,16.266286567158474,-0.50022,0.00076,12.85691,2026-01-08 10:29,-31501
14075,152.15,35160,222960,13.115786293609395,0.47354,0.00094,12.82909,229.8,16200,28080,16.402758744437833,-0.51984,0.00075,12.83982,2026-01-08 10:29,-24346
14100,141.8,608640,1054920,13.165546029218547,0.45091,0.00093,12.76033,240.0,192960,426840,16.247442658445202,-0.5371,0.00076,12.80232,2026-01-08 10:29,-19293
14125,130.15,21480,51360,13.11523431816688,0.42677,0.00093,12.63975,253.3,9240,4680,16.557331000527125,-0.54824,0.00074,12.77429,2026-01-08 10:29,-8400
14150,120.0,28920,77760,13.106122667428243,0.40392,0.00092,12.48226,286.0,15120,26040,16.80094290871585,-0.5847,0.00072,12.55236,2026-01-08 10:29,-1384
14175,107.8,17400,42120,12.921310782997834,0.37858,0.00091,12.25579,222.95,5520,0,14.538670525720224,-0.54827,0.00084,12.84276,2026-01-08 10:29,5611
14200,101.7,470040,633480,13.082107608622662,0.36019,0.00089,12.06005,303.1,79800,96600,16.261076670456795,-0.61596,0.00073,12.30482,2026-01-08 10:29,12814
14225,92.25,12600,13440,13.025472165546132,0.33696,0.00087,11.7677,318.65,3600,1560,16.114866841267364,-0.63666,0.00072,12.08812,2026-01-08 10:29,23688
14250,81.0,30240,57480,13.061953607025458,0.30609,0.00083,11.29705,325.5,2400,1200,16.08576150424584,-0.6443,0.00072,12.01505,2026-01-08 10:29,32243
14275,73.0,27600,18240,12.947763889040864,0.28523,0.00081,10.93703,347.95,1080,360,15.71887651113751,-0.67647,0.00071,11.57172,2026-01-08 10:29,41044
14300,69.9,331440,305520,12.96695645581916,0.27566,0.0008,10.76696,372.0,17520,31560,16.351307984323014,-0.68576,0.00067,11.42981,2026-01-08 10:29,49915
14325,62.65,22680,29520,13.016274569147715,0.25317,0.00076,10.30646,1039.55,0,0,72.00418349937053,-0.49986,0.00017,12.96201,2026-01-08 10:29,61159
14350,334.05,120,0,33.3287198577645,0.4352,0.00036,12.79064,400.0,840,240,17.37386043072655,-0.68856,0.00063,11.41069,2026-01-08 10:29,70937
14375,283.25,0,0,30.115114624792998,0.41551,0.0004,12.67024,415.0,1080,0,21.06212602634319,-0.6295,0.00055,12.27293,2026-01-08 10:29,80545
14400,46.5,399960,633480,12.90484579983588,0.20244,0.00068,9.08914,450.0,2280,1800,17.17206442796763,-0.73462,0.00059,10.56231,2026-01-08 10:29,90141
14425,38.35,18720,13680,12.926830677500236,0.17385,0.00062,8.26209,1110.45,0,0,73.06878706615993,-0.51531,0.00017,12.95247,2026-01-08 10:29,102545
14450,36.15,18840,30480,12.860544997339893,0.1664,0.0006,8.04082,1128.5,0,0,73.34104275934254,-0.51907,0.00017,12.9472,2026-01-08 10:29,113310
14475,256.7,0,0,30.941844243116144,0.38106,0.00038,12.38154,1146.7,0,0,73.61750567234229,-0.52279,0.00017,12.94085,2026-01-08 10:29,124118
14500,29.8,939720,900720,12.86000176262054,0.1424,0.00054,7.25664,545.0,73320,72960,17.8330839366481,-0.78711,0.00051,9.35057,2026-01-08 10:29,134859
